id,artifact,kind,segment,offset,file_offset,size,compare_size,boundary_state,origin,state,name,source,evidence_ids,replay_command,notes
th04-main-chasecrosses-add,th04-main,function,MAIN_034_TEXT,0x65F7,0x1B887,0x4B6,0x4B6,reviewed,authored,exact,main034_yuuka6_center_prefix,src/main/boss/chasecrosses_add.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-th04-main-main034-prefix-boundary-v25;ev-toolchain-surfaces;ev-th04-main-main034-prefix-toolchain-v25;ev-th04-main-main034-prefix-omf-v25;ev-th04-main-main034-prefix-anchor-v25;ev-th04-main-main034-prefix-cold-v25;ev-th04-main-main034-prefix-layout-v25;ev-th04-main-main034-prefix-raw-v25;ev-ledger-consistency-exact14;ev-th04-main-main034-prefix-aggregate-v25;ev-th04-main-main034-prefix-boundary-v26;ev-th04-main-main034-prefix-toolchain-v26;ev-th04-main-main034-prefix-omf-v26;ev-th04-main-main034-prefix-anchor-v26;ev-th04-main-main034-prefix-cold-v26;ev-th04-main-main034-prefix-layout-v26;ev-th04-main-main034-prefix-raw-v26;ev-th04-main-main034-prefix-aggregate-v26;ev-th04-main-main034-prefix-boundary-v27;ev-th04-main-main034-prefix-toolchain-v27;ev-th04-main-main034-prefix-omf-v27;ev-th04-main-main034-prefix-cold-v27;ev-th04-main-main034-prefix-layout-v27;ev-th04-main-main034-prefix-raw-v27;ev-th04-main-main034-prefix-aggregate-v27;ev-th04-main-main034-prefix-boundary-v28;ev-th04-main-main034-prefix-toolchain-v28;ev-th04-main-main034-prefix-omf-v28;ev-th04-main-main034-prefix-cold-v28;ev-th04-main-main034-prefix-layout-v28;ev-th04-main-main034-prefix-raw-v28;ev-th04-main-main034-prefix-aggregate-v28,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-chasecrosses-add,Target-derived natural C++ MAIN_034 prefix is exact through yuuka6_move_to_center (0x4B6 bytes total). Focused v28 two-cold replay and 66-unit aggregate pass raw/map/ordered-relocation/OMF/determinism; residual ASM resumes at the next target entry.
th04-main-yuuka6-animations,th04-main,code-region,MAIN_034_TEXT,0x6AAD,0x1BD3D,0x3CA,0x3CA,reviewed,authored,exact,yuuka6_animation_helpers,src/main/boss/yuuka6_animations.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-th04-main-yuuka6-animations-boundary-v29;ev-toolchain-surfaces;ev-th04-main-yuuka6-animations-toolchain-v29;ev-th04-main-yuuka6-animations-omf-v29;ev-th04-main-yuuka6-animations-cold-v29;ev-th04-main-yuuka6-animations-layout-v29;ev-th04-main-yuuka6-animations-raw-v29;ev-ledger-consistency-exact14;ev-th04-main-yuuka6-animations-aggregate-v29,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-yuuka6-animations,Eight target-derived natural C++ Yuuka6 animation helpers total 0x3CA bytes and pass dependency-closed focused plus 67-unit aggregate two-cold raw/map/ordered-relocation/OMF/determinism replay. TC86 naturally emits the target sparse/dense switch tables and alignment bytes; no inline ASM/codestring/__emit__/object patch/target-byte injection is used.
th04-main-main035-boss-tu,th04-main,code-region,MAIN_035_TEXT,0xA4D1,0x1F761,0x9B6,0x9B6,reviewed,authored,exact,boss_stage_setup_tu,src/main/boss/boss.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-th04-main-main035-boss-boundary-v21;ev-toolchain-surfaces;ev-th04-main-main035-boss-toolchain-v21;ev-th04-main-main035-boss-omf-v21;ev-th04-main-main035-boss-cold-v21;ev-th04-main-main035-boss-layout-v21;ev-th04-main-main035-boss-raw-v21;ev-ledger-consistency-exact14;ev-th04-main-main035-boss-aggregate-v21,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-main035-boss-tu,Exact 0x9B6 natural-C++ TU spanning the previously unowned 0x677 MAIN_035 boss/stage-setup suffix plus the former 0x33F BOSS_TEXT. Focused and 65-unit two-cold replay reproduce all bytes and ordered relocations; ordinary bb_boss_free() and target CFG source forms require no inline ASM or byte emission.
th04-main-yuuka6-gather-patterns,th04-main,code-region,MAIN_034_TEXT,0x6E77,0x1C107,0x256,0x256,reviewed,authored,exact,yuuka6_gather_patterns,src/main/boss/yuuka6_gather_patterns.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-yuuka6-gather-patterns-boundary-v30;ev-th04-main-yuuka6-gather-patterns-toolchain-v30;ev-th04-main-yuuka6-gather-patterns-omf-v30;ev-th04-main-yuuka6-gather-patterns-cold-v30;ev-th04-main-yuuka6-gather-patterns-layout-v30;ev-th04-main-yuuka6-gather-patterns-raw-v30;ev-th04-main-yuuka6-gather-patterns-aggregate-v30;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-yuuka6-gather-patterns,Five target-driven natural C++ Yuuka6 gather helpers total 0x256 bytes and pass dependency-closed focused plus 68-unit aggregate two-cold raw/map/ordered-relocation/OMF/determinism replay. Target/TASM boundaries and compiler-owned switch tables account for the complete extent; no inline ASM/codestring/__emit__/object patch/target-byte injection is used.
th04-main-yuuka6-attack-patterns,th04-main,code-region,MAIN_034_TEXT,0x70CD,0x1C35D,0x332,0x332,reviewed,authored,exact,yuuka6_attack_patterns,src/main/boss/yuuka6_main034.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-yuuka6-attack-patterns-boundary-v31;ev-th04-main-yuuka6-attack-patterns-producer-v31;ev-th04-main-yuuka6-attack-patterns-toolchain-v31;ev-th04-main-yuuka6-attack-patterns-omf-v31;ev-th04-main-yuuka6-attack-patterns-cold-v31;ev-th04-main-yuuka6-attack-patterns-layout-v31;ev-th04-main-yuuka6-attack-patterns-raw-v31;ev-th04-main-yuuka6-attack-patterns-aggregate-v31;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-yuuka6-attack-patterns,Five target-driven Yuuka6 attack helpers tile runtime 0x2AB5D..0x2AE8E (0x332 bytes). Independent natural C++ first reproduced all raw bytes but exposed a different MZ relocation order; target relocation ordering proves chase/animation/gather/attack are one physical TC86 producer. The maintained fused MAIN_034 source reproduces the complete 0xE08 producer and the attack extent with exact raw/map/ordered-relocation/OMF surfaces in focused and 69-unit aggregate two-cold replay; no inline ASM/codestring/__emit__/object patch/target-byte injection is used.
th04-main-yuuka6-late-phase-patterns,th04-main,code-region,MAIN_034_TEXT,0x73FF,0x1C68F,0x5A0,0x5A0,reviewed,authored,exact,yuuka6_late_phase_patterns,src/main/boss/yuuka6_main034.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-yuuka6-late-phase-patterns-boundary-v32;ev-th04-main-yuuka6-late-phase-patterns-toolchain-v32;ev-th04-main-yuuka6-late-phase-patterns-omf-v32;ev-th04-main-yuuka6-late-phase-patterns-cold-v32;ev-th04-main-yuuka6-late-phase-patterns-layout-v32;ev-th04-main-yuuka6-late-phase-patterns-raw-v32;ev-th04-main-yuuka6-late-phase-patterns-aggregate-v32;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-yuuka6-late-phase-patterns,"Eight target-driven Yuuka6 late-phase helpers tile runtime 0x2AE8F..0x2B42E (0x5A0 bytes) immediately before yuuka6_update(). Natural TC86 C++ reproduces all eight starts, sizes, bytes, map placement, and ordered relocations. A five-byte first-helper mismatch exposed a stale ReC98 C++ ABI model: the target TASM thicklaser_t has four unknown bytes after origin, not one; a SHA-locked replay transform restores that target-verified padding. Focused and 70-unit aggregate two-cold replay are exact with deterministic valid OMF and no inline ASM/codestring/__emit__/object patch/target-byte injection."
th04-main-yuuka6-update-v33,th04-main,code-region,MAIN_034_TEXT,0x799F,0x1CC2F,0x52D,0x52D,reviewed,authored,exact,yuuka6_phase_transition_and_update,src/main/boss/yuuka6_main034.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-yuuka6-phase-dispatch-boundary-v33;ev-th04-main-yuuka6-phase-dispatch-toolchain-v33;ev-th04-main-yuuka6-phase-dispatch-omf-v33;ev-th04-main-yuuka6-phase-dispatch-cold-v33;ev-th04-main-yuuka6-phase-dispatch-layout-v33;ev-th04-main-yuuka6-phase-dispatch-raw-v33;ev-ledger-consistency-exact14;ev-th04-main-yuuka6-phase-dispatch-aggregate-v33,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-yuuka6-update-v33,Corrected target-first boundary: the old single-function interpretation was false. The 0x52D exact owner contains 0x4F-byte YUUKA6_PHASE_NEXT at runtime 0x2B42F..0x2B47D followed by yuuka6_update() at 0x2B47E: 0x48A FAR code bytes plus 0x54 bytes of four compiler switch-table regions through 0x2B95B. Natural TC86 C++ reproduces the entire region and restores all earlier y6all logical extents; focused two-cold replay gptweb-yuuka6-update-v33-probe-web-011 passes raw/map/ordered-relocation/OMF/determinism with no inline ASM/codestring/__emit__/object patch/target-byte injection.
th04-main-elly-scythe-v34,th04-main,code-region,MAIN_034_TEXT,0x7ECC,0x1D15C,0x2E0,0x2E0,reviewed,authored,exact,elly_scythe_update,src/main/boss/elly_scythe.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-scythe-boundary-v34;ev-th04-main-elly-scythe-toolchain-v34;ev-th04-main-elly-scythe-omf-v34;ev-th04-main-elly-scythe-cold-v34;ev-th04-main-elly-scythe-layout-v34;ev-th04-main-elly-scythe-raw-v34;ev-ledger-consistency-exact14;ev-th04-main-elly-scythe-aggregate-v34,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-scythe-v34,"Target-first Elly local-PROC rescreen recovers 0x2E0 bytes at runtime 0x2B95C..0x2BC3B: 0x2D0 natural C++ code bytes through RET plus the compiler-owned eight-entry jump table. Ghidra false-splits the body into multiple functions, while pinned TASM/raw/next-PROC evidence closes the true extent. Focused and 72-unit aggregate two-cold replay are raw/map/ordered-relocation/OMF exact with no inline ASM/codestring/__emit__/object patch/target-byte injection."
th04-main-elly-scythe-init-v35,th04-main,function,MAIN_034_TEXT,0x81AC,0x1D43C,0x37,0x37,reviewed,authored,exact,elly_scythe_init,src/main/boss/elly_scythe_init.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-scythe-init-boundary-v35;ev-th04-main-elly-scythe-init-toolchain-v35;ev-th04-main-elly-scythe-init-omf-v35;ev-th04-main-elly-scythe-init-cold-v35;ev-th04-main-elly-scythe-init-layout-v35;ev-th04-main-elly-scythe-init-raw-v35;ev-th04-main-elly-scythe-init-aggregate-v35;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-scythe-init-v35,Adjacent 55-byte target-local Elly scythe initializer is exact from natural C++; target raw/TASM/Ghidra agree on the complete boundary and the 74-unit aggregate passes twice.
th04-main-elly-orbit-v36,th04-main,function,MAIN_034_TEXT,0x81E3,0x1D473,0xB0,0xB0,reviewed,authored,exact,elly_orbit_update,src/main/boss/elly_orbit.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-orbit-boundary-v36;ev-th04-main-elly-orbit-toolchain-v36;ev-th04-main-elly-orbit-omf-v36;ev-th04-main-elly-orbit-cold-v36;ev-th04-main-elly-orbit-layout-v36;ev-th04-main-elly-orbit-raw-v36;ev-th04-main-elly-orbit-aggregate-v36;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-orbit-v36,"Target-first 176-byte Elly orbit helper is exact from natural C++. Signed frame comparisons, the shared move-left tail, and a target-observed redundant >=768 branch reproduce TC86 code naturally; Ghidra sees only 19/176 body bytes, so raw/TASM/next-PROC evidence owns the boundary."
th04-main-elly-phase-scythe-v37,th04-main,function,MAIN_034_TEXT,0x8293,0x1D523,0x28,0x28,reviewed,authored,exact,elly_phase_scythe,src/main/boss/elly_phase_scythe.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-phase-scythe-boundary-v37;ev-th04-main-elly-phase-scythe-toolchain-v37;ev-th04-main-elly-phase-scythe-omf-v37;ev-th04-main-elly-phase-scythe-cold-v37;ev-th04-main-elly-phase-scythe-layout-v37;ev-th04-main-elly-phase-scythe-raw-v37;ev-th04-main-elly-phase-scythe-aggregate-v37;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-phase-scythe-v37,Target-first Elly local helper at runtime 0x2BD23..0x2BD4A (40 bytes) is exact from maintained natural C++. Focused two-cold gptweb-elly-phase-scythe-v37-focused-web-002 and 86-unit aggregate gptweb-elly-local-family-v48-precommit-web-002 pass raw/map/ordered-relocation/OMF/determinism; boundary review uses target raw/TASM with Ghidra only as provisional corroboration.
th04-main-elly-phase-orbit-v38,th04-main,function,MAIN_034_TEXT,0x82BB,0x1D54B,0x69,0x69,reviewed,authored,exact,elly_phase_orbit,src/main/boss/elly_phase_orbit.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-phase-orbit-boundary-v38;ev-th04-main-elly-phase-orbit-toolchain-v38;ev-th04-main-elly-phase-orbit-omf-v38;ev-th04-main-elly-phase-orbit-cold-v38;ev-th04-main-elly-phase-orbit-layout-v38;ev-th04-main-elly-phase-orbit-raw-v38;ev-th04-main-elly-phase-orbit-aggregate-v38;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-phase-orbit-v38,Target-first Elly local helper at runtime 0x2BD4B..0x2BDB3 (105 bytes) is exact from maintained natural C++. Focused two-cold gptweb-elly-phase-orbit-v38-focused-web-003 and 86-unit aggregate gptweb-elly-local-family-v48-precommit-web-002 pass raw/map/ordered-relocation/OMF/determinism; boundary review uses target raw/TASM with Ghidra only as provisional corroboration.
th04-main-elly-gather-v39,th04-main,function,MAIN_034_TEXT,0x8324,0x1D5B4,0x8F,0x8F,reviewed,authored,exact,elly_gather_update,src/main/boss/elly_gather.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-gather-boundary-v39;ev-th04-main-elly-gather-toolchain-v39;ev-th04-main-elly-gather-omf-v39;ev-th04-main-elly-gather-cold-v39;ev-th04-main-elly-gather-layout-v39;ev-th04-main-elly-gather-raw-v39;ev-th04-main-elly-gather-aggregate-v39;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-gather-v39,Target-first Elly local helper at runtime 0x2BDB4..0x2BE42 (143 bytes) is exact from maintained natural C++. Focused two-cold gptweb-elly-gather-v39-focused-web-001 and 86-unit aggregate gptweb-elly-local-family-v48-precommit-web-002 pass raw/map/ordered-relocation/OMF/determinism; boundary review uses target raw/TASM with Ghidra only as provisional corroboration.
th04-main-elly-phase-burst-v40,th04-main,function,MAIN_034_TEXT,0x83B3,0x1D643,0x35,0x35,reviewed,authored,exact,elly_phase_burst,src/main/boss/elly_phase_burst.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-phase-burst-boundary-v40;ev-th04-main-elly-phase-burst-toolchain-v40;ev-th04-main-elly-phase-burst-omf-v40;ev-th04-main-elly-phase-burst-cold-v40;ev-th04-main-elly-phase-burst-layout-v40;ev-th04-main-elly-phase-burst-raw-v40;ev-th04-main-elly-phase-burst-aggregate-v40;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-phase-burst-v40,Target-first Elly local helper at runtime 0x2BE43..0x2BE77 (53 bytes) is exact from maintained natural C++. Focused two-cold gptweb-elly-phase-burst-v40-focused-web-002 and 86-unit aggregate gptweb-elly-local-family-v48-precommit-web-002 pass raw/map/ordered-relocation/OMF/determinism; boundary review uses target raw/TASM with Ghidra only as provisional corroboration.
th04-main-elly-phase-sweep-v41,th04-main,function,MAIN_034_TEXT,0x83E8,0x1D678,0xDA,0xDA,reviewed,authored,exact,elly_phase_sweep,src/main/boss/elly_phase_sweep.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-phase-sweep-boundary-v41;ev-th04-main-elly-phase-sweep-toolchain-v41;ev-th04-main-elly-phase-sweep-omf-v41;ev-th04-main-elly-phase-sweep-cold-v41;ev-th04-main-elly-phase-sweep-layout-v41;ev-th04-main-elly-phase-sweep-raw-v41;ev-th04-main-elly-phase-sweep-aggregate-v41;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-phase-sweep-v41,Target-first Elly local helper at runtime 0x2BE78..0x2BF51 (218 bytes) is exact from maintained natural C++. Focused two-cold gptweb-elly-phase-sweep-v41-focused-web-002 and 86-unit aggregate gptweb-elly-local-family-v48-precommit-web-002 pass raw/map/ordered-relocation/OMF/determinism; boundary review uses target raw/TASM with Ghidra only as provisional corroboration.
th04-main-elly-phase-ring-v42,th04-main,function,MAIN_034_TEXT,0x84C2,0x1D752,0x59,0x59,reviewed,authored,exact,elly_phase_ring,src/main/boss/elly_phase_ring.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-phase-ring-boundary-v42;ev-th04-main-elly-phase-ring-toolchain-v42;ev-th04-main-elly-phase-ring-omf-v42;ev-th04-main-elly-phase-ring-cold-v42;ev-th04-main-elly-phase-ring-layout-v42;ev-th04-main-elly-phase-ring-raw-v42;ev-th04-main-elly-phase-ring-aggregate-v42;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-phase-ring-v42,Target-first Elly local helper at runtime 0x2BF52..0x2BFAA (89 bytes) is exact from maintained natural C++. Focused two-cold gptweb-elly-phase-ring-v42-focused-web-001 and 86-unit aggregate gptweb-elly-local-family-v48-precommit-web-002 pass raw/map/ordered-relocation/OMF/determinism; boundary review uses target raw/TASM with Ghidra only as provisional corroboration.
th04-main-elly-phase-cloud-v43,th04-main,function,MAIN_034_TEXT,0x851B,0x1D7AB,0x99,0x99,reviewed,authored,exact,elly_phase_cloud,src/main/boss/elly_phase_cloud.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-phase-cloud-boundary-v43;ev-th04-main-elly-phase-cloud-toolchain-v43;ev-th04-main-elly-phase-cloud-omf-v43;ev-th04-main-elly-phase-cloud-cold-v43;ev-th04-main-elly-phase-cloud-layout-v43;ev-th04-main-elly-phase-cloud-raw-v43;ev-th04-main-elly-phase-cloud-aggregate-v43;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-phase-cloud-v43,Target-first Elly local helper at runtime 0x2BFAB..0x2C043 (153 bytes) is exact from maintained natural C++. Focused two-cold gptweb-elly-phase-cloud-v43-focused-web-001 and 86-unit aggregate gptweb-elly-local-family-v48-precommit-web-002 pass raw/map/ordered-relocation/OMF/determinism; boundary review uses target raw/TASM with Ghidra only as provisional corroboration.
th04-main-elly-phase-dual-v44,th04-main,function,MAIN_034_TEXT,0x85B4,0x1D844,0x7B,0x7B,reviewed,authored,exact,elly_phase_dual,src/main/boss/elly_phase_dual.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-phase-dual-boundary-v44;ev-th04-main-elly-phase-dual-toolchain-v44;ev-th04-main-elly-phase-dual-omf-v44;ev-th04-main-elly-phase-dual-cold-v44;ev-th04-main-elly-phase-dual-layout-v44;ev-th04-main-elly-phase-dual-raw-v44;ev-th04-main-elly-phase-dual-aggregate-v44;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-phase-dual-v44,Target-first Elly local helper at runtime 0x2C044..0x2C0BE (123 bytes) is exact from maintained natural C++. Focused two-cold gptweb-elly-phase-dual-v44-focused-web-001 and 86-unit aggregate gptweb-elly-local-family-v48-precommit-web-002 pass raw/map/ordered-relocation/OMF/determinism; boundary review uses target raw/TASM with Ghidra only as provisional corroboration.
th04-main-elly-phase-cloud-reverse-v45,th04-main,function,MAIN_034_TEXT,0x862F,0x1D8BF,0xA5,0xA5,reviewed,authored,exact,elly_phase_cloud_reverse,src/main/boss/elly_phase_cloud_reverse.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-phase-cloud-reverse-boundary-v45;ev-th04-main-elly-phase-cloud-reverse-toolchain-v45;ev-th04-main-elly-phase-cloud-reverse-omf-v45;ev-th04-main-elly-phase-cloud-reverse-cold-v45;ev-th04-main-elly-phase-cloud-reverse-layout-v45;ev-th04-main-elly-phase-cloud-reverse-raw-v45;ev-th04-main-elly-phase-cloud-reverse-aggregate-v45;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-phase-cloud-reverse-v45,Target-first Elly local helper at runtime 0x2C0BF..0x2C163 (165 bytes) is exact from maintained natural C++. Focused two-cold gptweb-elly-phase-cloud-reverse-v45-focused-web-001 and 86-unit aggregate gptweb-elly-local-family-v48-precommit-web-002 pass raw/map/ordered-relocation/OMF/determinism; boundary review uses target raw/TASM with Ghidra only as provisional corroboration.
th04-main-elly-phase-ring16-v46,th04-main,function,MAIN_034_TEXT,0x86D4,0x1D964,0x6B,0x6B,reviewed,authored,exact,elly_phase_ring16,src/main/boss/elly_phase_ring16.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-phase-ring16-boundary-v46;ev-th04-main-elly-phase-ring16-toolchain-v46;ev-th04-main-elly-phase-ring16-omf-v46;ev-th04-main-elly-phase-ring16-cold-v46;ev-th04-main-elly-phase-ring16-layout-v46;ev-th04-main-elly-phase-ring16-raw-v46;ev-th04-main-elly-phase-ring16-aggregate-v46;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-phase-ring16-v46,Target-first Elly local helper at runtime 0x2C164..0x2C1CE (107 bytes) is exact from maintained natural C++. Focused two-cold gptweb-elly-phase-ring16-v46-focused-web-001 and 86-unit aggregate gptweb-elly-local-family-v48-precommit-web-002 pass raw/map/ordered-relocation/OMF/determinism; boundary review uses target raw/TASM with Ghidra only as provisional corroboration.
th04-main-elly-phase-four-rings-v47,th04-main,function,MAIN_034_TEXT,0x873F,0x1D9CF,0x82,0x82,reviewed,authored,exact,elly_phase_four_rings,src/main/boss/elly_phase_four_rings.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-phase-four-rings-boundary-v47;ev-th04-main-elly-phase-four-rings-toolchain-v47;ev-th04-main-elly-phase-four-rings-omf-v47;ev-th04-main-elly-phase-four-rings-cold-v47;ev-th04-main-elly-phase-four-rings-layout-v47;ev-th04-main-elly-phase-four-rings-raw-v47;ev-th04-main-elly-phase-four-rings-aggregate-v47;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-phase-four-rings-v47,Target-first Elly local helper at runtime 0x2C1CF..0x2C250 (130 bytes) is exact from maintained natural C++. Focused two-cold gptweb-elly-phase-four-rings-v47-focused-web-001 and 86-unit aggregate gptweb-elly-local-family-v48-precommit-web-002 pass raw/map/ordered-relocation/OMF/determinism; boundary review uses target raw/TASM with Ghidra only as provisional corroboration.
th04-main-elly-phase-final-v48,th04-main,function,MAIN_034_TEXT,0x87C1,0x1DA51,0x94,0x94,reviewed,authored,exact,elly_phase_final,src/main/boss/elly_phase_final.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-phase-final-boundary-v48;ev-th04-main-elly-phase-final-toolchain-v48;ev-th04-main-elly-phase-final-omf-v48;ev-th04-main-elly-phase-final-cold-v48;ev-th04-main-elly-phase-final-layout-v48;ev-th04-main-elly-phase-final-raw-v48;ev-th04-main-elly-phase-final-aggregate-v48;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-phase-final-v48,Target-first Elly local helper at runtime 0x2C251..0x2C2E4 (148 bytes) is exact from maintained natural C++. Focused two-cold gptweb-elly-phase-final-v48-focused-web-001 and 86-unit aggregate gptweb-elly-local-family-v48-precommit-web-002 pass raw/map/ordered-relocation/OMF/determinism; boundary review uses target raw/TASM with Ghidra only as provisional corroboration.
th04-main-elly-update-v49,th04-main,code-region,MAIN_034_TEXT,0x8855,0x1DAE5,0x3E9,0x3E9,reviewed,authored,exact,elly_update,src/main/boss/elly_update.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-elly-update-boundary-v49;ev-th04-main-elly-update-toolchain-v49;ev-th04-main-elly-update-omf-v49;ev-th04-main-elly-update-cold-v49;ev-th04-main-elly-update-layout-v49;ev-th04-main-elly-update-raw-v49;ev-th04-main-elly-update-aggregate-v49;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-elly-update-v49,Target-first public FAR Elly dispatcher at runtime 0x2C2E5..0x2C6CD is exact from maintained natural C++: 0x3AD code bytes through RETF plus 0x3C bytes of three compiler switch-table regions. Focused and 87-unit aggregate two-cold replay pass all exactness surfaces; Pascal FAR ABI and uppercase OMF external spelling resolve the residual ASM and exact boss callback.
th04-main-marisa-bits-init-v50,th04-main,function,MAIN_033_TEXT,0x3175,0x18405,0x65,0x65,reviewed,authored,exact,marisa_bits_init,src/main/boss/marisa4_bits_init.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-marisa-bits-init-boundary;ev-th04-main-marisa-bits-init-toolchain;ev-th04-main-marisa-bits-init-omf;ev-th04-main-marisa-bits-init-cold;ev-th04-main-marisa-bits-init-layout;ev-th04-main-marisa-bits-init-raw;ev-th04-main-marisa-bits-init-aggregate;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-marisa-bits-init-v50,"Marisa bit initializer at runtime 0x26C05..0x26C69 is exact from maintained natural C++. Focused gptweb-marisa-main033-v58-focused-web-002 and 96-unit aggregate gptweb-marisa-main033-v58-precommit-web-003 pass two cold materializations across raw bytes, map ownership, ordered relocations, valid deterministic OMF, and no low-level byte emission."
